Eisenach,Ruhla,{'weight': 20}
Eisenach,Waltershausen,{'weight': 25}
Eisenach,Gehlberg,{'weight': 25}
Eisenach,Friedrichroda,{'weight': 30}
Ruhla,TambachDietharz,{'weight': 25}
Ruhla,Waltershausen,{'weight': 20}
Ruhla,Ilmenau,{'weight': 60}
Gehlberg,TambachDietharz,{'weight': 15}
Gehlberg,Friedrichroda,{'weight': 25}
Friedrichroda,Gehren,{'weight': 25}
TambachDietharz,Ilmenau,{'weight': 30}
TambachDietharz,Gotha,{'weight': 55}
TambachDietharz,Suhl,{'weight': 40}
TambachDietharz,Meiningen,{'weight': 45}
Ilmenau,Oberhof,{'weight': 25}
Ilmenau,ZellaMehlis,{'weight': 25}
Ilmenau,Lauscha,{'weight': 40}
Oberhof,Suhl,{'weight': 15}
Oberhof,Lauscha,{'weight': 35}
Oberhof,NeuhausAR,{'weight': 55}
ZellaMehlis,Suhl,{'weight': 10}
Suhl,Meiningen,{'weight': 40}
Lauscha,NeuhausAR,{'weight': 35}
Lauscha,Sonneberg,{'weight': 15}
Lauscha,Steinach,{'weight': 15}
Gotha,Schleusingen,{'weight': 50}
Gotha,Hildburghausen,{'weight': 75}
Meiningen,Schleusingen,{'weight': 30}
Schleusingen,NeuhausAR,{'weight': 20}
Schleusingen,Hildburghausen,{'weight': 15}
NeuhausAR,Masserberg,{'weight': 20}
Sonneberg,Steinach,{'weight': 15}
