wt,hp,cyl,wt_x_hp,poly_disp_1,poly_disp_2,poly_disp_3,poly_disp_4
2.62,110,6,288.2,-0.10248634487431238,-0.08814139911300166,0.2094553090564405,-0.07253269311554744
2.875,110,6,316.25,-0.10248634487431238,-0.08814139911300146,0.20945530905644044,-0.07253269311554712
2.32,93,4,215.76,-0.17784195349560872,0.08465954412878819,0.024460317156106023,-0.1305666955059916
3.215,110,6,353.65,0.03952999445043848,-0.21217366262108298,0.039624234227416094,0.250855434883416
3.44,175,8,602,0.18734291905375058,-0.061453945519325606,-0.21475390425174312,-0.19974379961507327
3.46,105,6,363.3,-0.008291834097691915,-0.19982937033979703,0.14113080443050996,0.20779617524910193
3.57,245,8,874.65,0.18734291905375058,-0.061453945519325606,-0.21475390425174312,-0.19974379961507335
3.19,62,4,197.78,-0.12175999092552856,-0.05100420206851055,0.18744645350065525,-0.12287018397624125
3.15,95,4,299.25,-0.1303099542114064,-0.03297601280625655,0.17257733875704137,-0.13977199546508132
3.44,123,6,423.12,-0.091472832845046,-0.10718394188704974,0.21540405289662612,-0.038556935621406385
3.44,123,6,423.12,-0.091472832845046,-0.10718394188704974,0.21540405289662612,-0.038556935621406385
4.07,180,8,732.6,0.0653247989400361,-0.2064291832130813,-0.02073594368152815,0.22871826643245605
3.73,180,8,671.4,0.0653247989400361,-0.2064291832130813,-0.02073594368152815,0.22871826643245605
3.78,180,8,680.4,0.0653247989400361,-0.2064291832130813,-0.02073594368152815,0.22871826643245605
5.25,205,8,1076.25,0.34964730685346584,0.432796844962854,0.3484750826339467,0.3495810195494162
5.424,215,8,1166.16,0.3322575510177821,0.36338172536209423,0.21567848812511975,0.07989021333367329
5.345,230,8,1229.35,0.3032746246249758,0.2564683541679659,0.03938421386059987,-0.2115186528211138
2.2,66,4,145.20000000000002,-0.22030194066106995,0.21469992429156012,-0.2171251956478052,0.11801022595036242
1.615,52,4,83.98,-0.2246493796199909,0.2293437579633873,-0.24846800536881497,0.16155998513653752
1.835,65,4,119.27499999999999,-0.23131545269033635,0.25227716153902885,-0.29907179311234844,0.23606641023117012
2.465,97,4,239.105,-0.16030728302796093,0.03782795401829554,0.09284849558908198,-0.1589396567550237
3.52,150,8,528,0.12647877362885737,-0.15808032880550707,-0.15013813172596657,0.058081976162582
3.435,150,8,515.25,0.10619072515389297,-0.1795354670954905,-0.1116121202639225,0.13056112013194396
3.84,245,8,940.8,0.17285145585734743,-0.08884947465769957,-0.20814083841171693,-0.13830995289068485
3.845,175,8,672.875,0.24530877183936323,0.07556096730647578,-0.16590567901882694,-0.36456030433626546
1.935,66,4,127.71000000000001,-0.21986719676517785,0.21324912015853215,-0.21406200232083705,0.11386657817210508
2.14,91,4,194.74,-0.16001745376403287,0.03708762048811555,0.09383756075491971,-0.15912661340623582
1.513,113,4,170.969,-0.1965359410189688,0.13901097611656987,-0.0679906033882839,-0.05694706569401567
3.17,264,8,836.88,0.17430060217698776,-0.08623336932708757,-0.20908593208785728,-0.1445801349929466
2.77,175,6,484.75,-0.12422353966891708,-0.04590757414343459,0.1834973213347502,-0.12814588236004085
3.57,335,8,1195.95,0.10184328619497204,-0.1834334604241146,-0.10262721367287583,0.14429496656889082
2.78,109,4,303.02,-0.15900305134028464,0.03450509446331137,0.09726412029104568,-0.15971490975887243
